,M3A,M4A,M5A,M6A,M7A,M9A,M1B,M3B,M4B,M5B,M6B,M9B,M1C,M3C,M4C,M5C,M6C,M9C,M1E,M4E,M5E,M6E,M1G,M4G,M5G,M6G,M1H,M2H,M3H,M4H,M5H,M6H,M1J,M2J,M3J,M4J,M5J,M6J,M1K,M2K,M3K,M4K,M5K,M6K,M1L,M2L,M3L,M4L,M5L,M6L,M9L,M1M,M2M,M3M,M4M,M5M,M6M,M9M,M1N,M2N,M3N,M4N,M5N,M6N,M9N,M1P,M2P,M4P,M5P,M6P,M9P,M1R,M2R,M4R,M5R,M6R,M7R,M9R,M1S,M4S,M5S,M6S,M1T,M4T,M5T,M1V,M4V,M5V,M8V,M9V,M1W,M4W,M5W,M8W,M9W,M1X,M4X,M5X,M8X,M4Y,M7Y,M8Y,M8Z
0,43.7532586,43.72588229999999,43.6542599,43.718518,43.6623015,43.6678556,43.8066863,43.7459058,43.7063972,43.6571618,43.709577,43.65094320000001,43.78453510000001,43.7258997,43.6953439,43.6514939,43.6937813,43.6435152,43.7635726,43.6763574,43.6447708,43.68902560000001,43.7709921,43.7090604,43.6579524,43.669542,43.773136,43.8037622,43.7543283,43.7053689,43.65057119999999,43.6690051,43.7447342,43.7785175,43.7679803,43.685347,43.6408157,43.6479267,43.7279292,43.7869473,43.7374732,43.6795571,43.6471768,43.6368472,43.7111117,43.7574902,43.7390146,43.6689985,43.6481985,43.7137562,43.7563033,43.716316,43.789053,43.7284964,43.6595255,43.7332825,43.6911158,43.7247659,43.692657,43.7701199,43.7616313,43.7280205,43.7116948,43.6731853,43.706876,43.7574096,43.7527583,43.7127511,43.6969476,43.6616083,43.696319,43.7500715,43.7827364,43.7153834,43.6727097,43.6489597,43.6369656,43.6889054,43.7942003,43.7043244,43.6626956,43.6515706,43.7816375,43.6895743,43.6532057,43.8152522,43.6864123,43.6289467,43.6056466,43.7394164,43.7995252,43.6795626,43.6464352,43.6024137,43.7067483,43.8361247,43.667967,43.6484292,43.6536536,43.6658599,43.6627439,43.6362579,43.6288408
1,-79.3296565,-79.3155716,-79.36063589999999,-79.4647633,-79.3894938,-79.5322424,-79.1943534,-79.352188,-79.30993699999999,-79.3789371,-79.4450726,-79.5547244,-79.1604971,-79.34092299999999,-79.3183887,-79.3754179,-79.4281914,-79.5772008,-79.1887115,-79.2930312,-79.37330639999999,-79.453512,-79.2169174,-79.3634517,-79.3873826,-79.4225637,-79.23947609999999,-79.3634517,-79.4422593,-79.3493719,-79.3845675,-79.4422593,-79.23947609999999,-79.3465557,-79.4872619,-79.3381065,-79.3817523,-79.4197497,-79.2620294,-79.385975,-79.4647633,-79.352188,-79.3815764,-79.4281914,-79.2845772,-79.37471409999999,-79.5069436,-79.3155716,-79.3798169,-79.49007379999999,-79.56596329999999,-79.23947609999999,-79.40849279999999,-79.4956974,-79.34092299999999,-79.4197497,-79.47601329999999,-79.5322424,-79.2648481,-79.40849279999999,-79.5209994,-79.3887901,-79.4169356,-79.4872619,-79.5181884,-79.273304,-79.40004929999999,-79.3901975,-79.4113072,-79.4647633,-79.5322424,-79.2958491,-79.4422593,-79.4056784,-79.4056784,-79.45632499999999,-79.615819,-79.5547244,-79.2620294,-79.3887901,-79.40004929999999,-79.4844499,-79.3043021,-79.3831599,-79.40004929999999,-79.2845772,-79.40004929999999,-79.3944199,-79.5013207,-79.58843689999999,-79.3183887,-79.3775294,-79.37484599999999,-79.5434841,-79.59405439999999,-79.20563609999999,-79.3676753,-79.3822802,-79.5069436,-79.3831599,-79.321558,-79.49850909999999,-79.5209994
